MX_CODE|MX_CODE_TYPE|LEVEL1_CODE|LEVEL1_DESC|LEVEL2_CODE|LEVEL2_DESC|LEVEL3_CODE|LEVEL3_DESC|GENDER
88.41|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
88.42|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
88.43|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
88.44|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
88.45|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
88.46|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
88.47|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
88.48|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
88.49|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
88.50|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
88.51|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
88.52|41|4000|cardiology|40000|cardiac catheterization|400100|diagnostic cardiac catheterization|
88.53|41|4000|cardiology|40000|cardiac catheterization|400100|diagnostic cardiac catheterization|
88.54|41|4000|cardiology|40000|cardiac catheterization|400100|diagnostic cardiac catheterization|
88.55|41|4000|cardiology|40000|cardiac catheterization|400100|diagnostic cardiac catheterization|
88.56|41|4000|cardiology|40000|cardiac catheterization|400100|diagnostic cardiac catheterization|
88.57|41|4000|cardiology|40000|cardiac catheterization|400100|diagnostic cardiac catheterization|
88.58|41|4180|radiology|41470|x-ray|512200|other x-ray|
88.60|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
88.61|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
88.62|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
88.63|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
88.64|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
88.65|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
88.66|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
88.67|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
88.68|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
88.71|41|4180|radiology|41460|ultrasound|510200|head/neck ultrasound|
88.72|41|4000|cardiology|40020|medical cardiology|404500|transthoracic echocardiography|
88.73|41|4180|radiology|41460|ultrasound|510500|other ultrasound|
88.74|41|4180|radiology|41460|ultrasound|509800|abdominal ultrasound|
88.75|41|4180|radiology|41460|ultrasound|509800|abdominal ultrasound|
88.76|41|4180|radiology|41460|ultrasound|509800|abdominal ultrasound|
88.77|41|4230|vascular surgery|41670|medical vascular|532000|vascular ultrasound study|
88.78|41|4180|radiology|41460|ultrasound|510300|obstetrical ultrasound|
88.79|41|4180|radiology|41460|ultrasound|510500|other ultrasound|
88.81|41|4230|vascular surgery|41670|medical vascular|531900|thermography|
88.82|41|4230|vascular surgery|41670|medical vascular|531900|thermography|
88.83|41|4230|vascular surgery|41670|medical vascular|531900|thermography|
88.84|41|4230|vascular surgery|41670|medical vascular|531900|thermography|
88.85|41|4230|vascular surgery|41670|medical vascular|531900|thermography|
88.86|41|4230|vascular surgery|41670|medical vascular|531900|thermography|
88.89|41|4230|vascular surgery|41670|medical vascular|531900|thermography|
88.90|41|4180|radiology|41470|x-ray|512200|other x-ray|
88.91|41|4180|radiology|41430|mri|505500|brain mri|
88.92|41|4180|radiology|41430|mri|505900|chest mri|
88.93|41|4180|radiology|41430|mri|506700|spine mri|
88.94|41|4180|radiology|41430|mri|505300|bone/joint mri|
88.95|41|4180|radiology|41430|mri|505200|abdominal/pelvic mri|
88.96|41|4180|radiology|41430|mri|506400|mri guided procedure|
88.97|41|4180|radiology|41430|mri|506500|other mri|
88.98|41|4180|radiology|41470|x-ray|511000|bone density x-ray|
88000|41|4080|lab|40680|anatomic pathology|450600|anatomic pathology|
88005|41|4080|lab|40680|anatomic pathology|450600|anatomic pathology|
88007|41|4080|lab|40680|anatomic pathology|450600|anatomic pathology|
8801|41|4180|radiology|41420|ct|503800|abdominal/pelvic ct|
88012|41|4080|lab|40680|anatomic pathology|450600|anatomic pathology|
88014|41|4080|lab|40680|anatomic pathology|450600|anatomic pathology|
88016|41|4080|lab|40680|anatomic pathology|450600|anatomic pathology|
8802|41|4180|radiology|41470|x-ray|510800|abdominal x-ray|
88020|41|4080|lab|40680|anatomic pathology|450600|anatomic pathology|
88025|41|4080|lab|40680|anatomic pathology|450600|anatomic pathology|
88027|41|4080|lab|40680|anatomic pathology|450600|anatomic pathology|
88028|41|4080|lab|40680|anatomic pathology|450600|anatomic pathology|
88029|41|4080|lab|40680|anatomic pathology|450600|anatomic pathology|
8803|41|4180|radiology|41470|x-ray|512200|other x-ray|
88036|41|4080|lab|40680|anatomic pathology|450600|anatomic pathology|
88037|41|4080|lab|40680|anatomic pathology|450600|anatomic pathology|
8804|41|4180|radiology|41470|x-ray|511700|lymphangiography|
88040|41|4080|lab|40680|anatomic pathology|450600|anatomic pathology|
88045|41|4080|lab|40680|anatomic pathology|450600|anatomic pathology|
8809|41|4180|radiology|41470|x-ray|510800|abdominal x-ray|
88099|41|4080|lab|40680|anatomic pathology|450600|anatomic pathology|
88104|41|4080|lab|40720|cytopathology|451000|cytopathology|
88106|41|4080|lab|40720|cytopathology|451000|cytopathology|
88107|41|4080|lab|40720|cytopathology|451000|cytopathology|
88108|41|4080|lab|40720|cytopathology|451000|cytopathology|
8811|41|4180|radiology|41470|x-ray|511900|musculoskeletal x-ray|
88112|41|4080|lab|40720|cytopathology|451000|cytopathology|
8812|41|4180|radiology|41470|x-ray|511900|musculoskeletal x-ray|
88125|41|4080|lab|40720|cytopathology|451000|cytopathology|
8813|41|4180|radiology|41470|x-ray|510800|abdominal x-ray|
88130|41|4080|lab|40720|cytopathology|451000|cytopathology|
8814|41|4180|radiology|41470|x-ray|512200|other x-ray|
88140|41|4080|lab|40720|cytopathology|451000|cytopathology|
88141|41|4080|lab|40720|cytopathology|451000|cytopathology|
88142|41|4080|lab|40720|cytopathology|451000|cytopathology|
88143|41|4080|lab|40720|cytopathology|451000|cytopathology|
88144|41|4080|lab|40720|cytopathology|451000|cytopathology|
88145|41|4080|lab|40720|cytopathology|451000|cytopathology|
88147|41|4080|lab|40720|cytopathology|451000|cytopathology|
88148|41|4080|lab|40720|cytopathology|451000|cytopathology|
8815|41|4180|radiology|41470|x-ray|512200|other x-ray|
88150|41|4080|lab|40720|cytopathology|451000|cytopathology|
88152|41|4080|lab|40720|cytopathology|451000|cytopathology|
88153|41|4080|lab|40720|cytopathology|451000|cytopathology|
88154|41|4080|lab|40720|cytopathology|451000|cytopathology|
88155|41|4080|lab|40720|cytopathology|451000|cytopathology|
8816|41|4180|radiology|41470|x-ray|512200|other x-ray|
88160|41|4080|lab|40720|cytopathology|451000|cytopathology|
88161|41|4080|lab|40720|cytopathology|451000|cytopathology|
88162|41|4080|lab|40720|cytopathology|451000|cytopathology|
88164|41|4080|lab|40720|cytopathology|451000|cytopathology|
88165|41|4080|lab|40720|cytopathology|451000|cytopathology|
88166|41|4080|lab|40720|cytopathology|451000|cytopathology|
88167|41|4080|lab|40720|cytopathology|451000|cytopathology|
88170|41|4150|other|41290|fine needle aspiration|498400|fine needle aspiration|
88171|41|4150|other|41290|fine needle aspiration|498500|fine needle aspiration - image guided|
88172|41|4080|lab|40720|cytopathology|451000|cytopathology|
88173|41|4080|lab|40720|cytopathology|451000|cytopathology|
88174|41|4080|lab|40720|cytopathology|451000|cytopathology|
88175|41|4080|lab|40720|cytopathology|451000|cytopathology|
88180|41|4080|lab|40720|cytopathology|451000|cytopathology|
88182|41|4080|lab|40720|cytopathology|451000|cytopathology|
88184|41|4080|lab|40720|cytopathology|451000|cytopathology|
88185|41|4080|lab|40720|cytopathology|451000|cytopathology|
88187|41|4080|lab|40720|cytopathology|451000|cytopathology|
88188|41|4080|lab|40720|cytopathology|451000|cytopathology|
88189|41|4080|lab|40720|cytopathology|451000|cytopathology|
8819|41|4180|radiology|41470|x-ray|510800|abdominal x-ray|
88199|41|4080|lab|40720|cytopathology|451000|cytopathology|
8821|41|4180|radiology|41470|x-ray|511900|musculoskeletal x-ray|
8822|41|4180|radiology|41470|x-ray|511900|musculoskeletal x-ray|
8823|41|4180|radiology|41470|x-ray|511900|musculoskeletal x-ray|
88230|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
88233|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
88235|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
88237|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
88239|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
8824|41|4180|radiology|41470|x-ray|511900|musculoskeletal x-ray|
88240|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
88241|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
88245|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
88248|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
88249|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
8825|41|4180|radiology|41470|x-ray|512200|other x-ray|
8826|41|4180|radiology|41470|x-ray|511900|musculoskeletal x-ray|
88261|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
88262|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
88263|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
88264|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
88267|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
88269|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
8827|41|4180|radiology|41470|x-ray|511900|musculoskeletal x-ray|
88271|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
88272|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
88273|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
88274|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
88275|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
8828|41|4180|radiology|41470|x-ray|511900|musculoskeletal x-ray|
88280|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
88283|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
88285|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
88289|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
8829|41|4180|radiology|41470|x-ray|511900|musculoskeletal x-ray|
88291|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
88299|41|4080|lab|40710|cytogenetic studies|450900|cytogenetic studies|
88300|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88302|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88304|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88305|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88307|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88309|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
8831|41|4180|radiology|41470|x-ray|511900|musculoskeletal x-ray|
88311|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88312|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88313|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88314|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88318|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88319|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
8832|41|4180|radiology|41470|x-ray|510900|arthrography|
88321|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88323|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88325|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88329|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
8833|41|4180|radiology|41470|x-ray|511900|musculoskeletal x-ray|
88331|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88332|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
8834|41|4180|radiology|41470|x-ray|511700|lymphangiography|
88342|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88346|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88347|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88348|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88349|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
8835|41|4180|radiology|41470|x-ray|511900|musculoskeletal x-ray|
88355|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88356|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88358|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
8836|41|4180|radiology|41470|x-ray|511700|lymphangiography|
88360|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88361|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88362|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88365|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88367|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88368|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
8837|41|4180|radiology|41470|x-ray|511900|musculoskeletal x-ray|
88371|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
88372|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
8838|41|4180|radiology|41420|ct|504700|other ct|
88380|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
8839|41|4180|radiology|41470|x-ray|512200|other x-ray|
88399|41|4080|lab|40820|surgical pathology|452000|surgical pathology|
8840|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
88400|41|4080|lab|40850|transcutaneous procedures|452300|transcutaneous procedures|
8841|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
8842|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
8843|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
8844|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
8845|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
8846|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
8847|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
8848|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
8849|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
8850|41|4230|vascular surgery|41680|vascular catheterization|532100|arterial vascular catheterization|
8851|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
8852|41|4000|cardiology|40000|cardiac catheterization|400100|diagnostic cardiac catheterization|
8853|41|4000|cardiology|40000|cardiac catheterization|400100|diagnostic cardiac catheterization|
8854|41|4000|cardiology|40000|cardiac catheterization|400100|diagnostic cardiac catheterization|
8855|41|4000|cardiology|40000|cardiac catheterization|400100|diagnostic cardiac catheterization|
8856|41|4000|cardiology|40000|cardiac catheterization|400100|diagnostic cardiac catheterization|
8857|41|4000|cardiology|40000|cardiac catheterization|400100|diagnostic cardiac catheterization|
8858|41|4180|radiology|41470|x-ray|512200|other x-ray|
8860|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
8861|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
8862|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
8863|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
8864|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
8865|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
8866|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
8867|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
8868|41|4230|vascular surgery|41680|vascular catheterization|533900|venous catheterization|
8871|41|4180|radiology|41460|ultrasound|510200|head/neck ultrasound|
8872|41|4000|cardiology|40020|medical cardiology|404500|transthoracic echocardiography|
8873|41|4180|radiology|41460|ultrasound|510500|other ultrasound|
8874|41|4180|radiology|41460|ultrasound|509800|abdominal ultrasound|
8875|41|4180|radiology|41460|ultrasound|509800|abdominal ultrasound|
8876|41|4180|radiology|41460|ultrasound|509800|abdominal ultrasound|
8877|41|4230|vascular surgery|41670|medical vascular|532000|vascular ultrasound study|
8878|41|4180|radiology|41460|ultrasound|510300|obstetrical ultrasound|
8879|41|4180|radiology|41460|ultrasound|510500|other ultrasound|
8881|41|4230|vascular surgery|41670|medical vascular|531900|thermography|
8882|41|4230|vascular surgery|41670|medical vascular|531900|thermography|
8883|41|4230|vascular surgery|41670|medical vascular|531900|thermography|
8884|41|4230|vascular surgery|41670|medical vascular|531900|thermography|
8885|41|4230|vascular surgery|41670|medical vascular|531900|thermography|
8886|41|4230|vascular surgery|41670|medical vascular|531900|thermography|
8889|41|4230|vascular surgery|41670|medical vascular|531900|thermography|
8890|41|4180|radiology|41470|x-ray|512200|other x-ray|
8891|41|4180|radiology|41430|mri|505500|brain mri|
8892|41|4180|radiology|41430|mri|505900|chest mri|
8893|41|4180|radiology|41430|mri|506700|spine mri|
8894|41|4180|radiology|41430|mri|505300|bone/joint mri|
8895|41|4180|radiology|41430|mri|505200|abdominal/pelvic mri|
8896|41|4180|radiology|41430|mri|506400|mri guided procedure|
8897|41|4180|radiology|41430|mri|506500|other mri|
8898|41|4180|radiology|41470|x-ray|511000|bone density x-ray|
89.01|41|4050|general medicine|40440|evaluation and management|429800|office/outpatient evaluation|
89.02|41|4050|general medicine|40440|evaluation and management|429800|office/outpatient evaluation|
89.03|41|4050|general medicine|40440|evaluation and management|429800|office/outpatient evaluation|
89.04|41|4050|general medicine|40440|evaluation and management|430000|other physician services|
89.05|41|4050|general medicine|40440|evaluation and management|430000|other physician services|
89.06|41|4050|general medicine|40440|evaluation and management|429700|office consultation|
89.07|41|4050|general medicine|40440|evaluation and management|429700|office consultation|
89.08|41|4050|general medicine|40440|evaluation and management|430000|other physician services|
89.09|41|4050|general medicine|40440|evaluation and management|430000|other physician services|
89.10|41|4100|neuroscience|40960|other neurological diagnostic testing|459000|other neurological diagnostic testing|
89.11|41|4130|ophthalmology|41100|other diagnostic testing|469800|serial tonometry|
89.12|41|4030|ent|40190|other ent diagnostic testing|418000|nasal function|
89.13|41|4050|general medicine|40440|evaluation and management|429800|office/outpatient evaluation|
89.14|41|4100|neuroscience|40920|neuro-electrodiagnostics|454800|electroencephalogram (eeg)|
89.15|41|4100|neuroscience|40960|other neurological diagnostic testing|458400|nerve conduction testing|
89.16|41|4100|neuroscience|40960|other neurological diagnostic testing|459000|other neurological diagnostic testing|
89.17|41|4100|neuroscience|40960|other neurological diagnostic testing|459100|polysomnography testing|
89.18|41|4100|neuroscience|40960|other neurological diagnostic testing|459500|sleep study|
89.19|41|4100|neuroscience|40960|other neurological diagnostic testing|458000|cerebral seizure testing|
89.21|41|4220|urology|41650|urodynamics|530400|manometry - ureter|
89.22|41|4220|urology|41650|urodynamics|530200|cystometrogram|
89.23|41|4220|urology|41650|urodynamics|530500|muscle study (electromyography) - urethral/anal sphincter|
89.24|41|4220|urology|41650|urodynamics|531000|uroflowmetry|
89.25|41|4220|urology|41650|urodynamics|530700|urethral pressure profile (upp)|
89.26|41|4070|gynecology|40640|gynecological exams|448100|pelvic examination with anesthesia|f
89.29|41|4220|urology|41650|urodynamics|531100|voiding pressure studies|
89.31|41|4050|general medicine|40440|evaluation and management|430000|other physician services|
89.32|41|4040|gastroenterology|40320|gerd testing|423200|manometry/function study - esophagus/stomach|
89.33|41|4040|gastroenterology|40330|other gi diagnostic testing|423700|other gi diagnostic testing|
89.34|41|4040|gastroenterology|40330|other gi diagnostic testing|423700|other gi diagnostic testing|
89.35|41|4030|ent|40120|hearing/speech aid services|409800|other hearing/speech aid services|
89.36|41|4050|general medicine|40440|evaluation and management|430000|other physician services|
89.37|41|4170|pulmonary|41400|pulmonary function/diagnostic testing|502300|spirometry (breathing capacity)|
89.38|41|4170|pulmonary|41400|pulmonary function/diagnostic testing|502100|oxygen saturation|
89.39|41|4040|gastroenterology|40330|other gi diagnostic testing|423700|other gi diagnostic testing|
89.41|41|4000|cardiology|40020|medical cardiology|403600|cardiovascular stress test|
89.42|41|4000|cardiology|40020|medical cardiology|403600|cardiovascular stress test|
89.43|41|4000|cardiology|40020|medical cardiology|403600|cardiovascular stress test|
89.44|41|4000|cardiology|40020|medical cardiology|403600|cardiovascular stress test|
89.45|41|4000|cardiology|40010|electrophysiology|402000|electronic evaluation of pacemaker|
89.46|41|4000|cardiology|40010|electrophysiology|402000|electronic evaluation of pacemaker|
89.47|41|4000|cardiology|40010|electrophysiology|402000|electronic evaluation of pacemaker|
89.48|41|4000|cardiology|40010|electrophysiology|402000|electronic evaluation of pacemaker|
89.49|41|4000|cardiology|40010|electrophysiology|401900|electronic evaluation of icd|
89.50|41|4000|cardiology|40020|medical cardiology|403900|electrocardiogram monitoring|
89.51|41|4000|cardiology|40020|medical cardiology|403800|electrocardiogram|
89.52|41|4000|cardiology|40020|medical cardiology|403800|electrocardiogram|
89.53|41|4000|cardiology|40020|medical cardiology|404200|other medical cardiology procedure|
89.54|41|4000|cardiology|40020|medical cardiology|403900|electrocardiogram monitoring|
89.55|41|4000|cardiology|40020|medical cardiology|404200|other medical cardiology procedure|
89.56|41|4000|cardiology|40020|medical cardiology|404200|other medical cardiology procedure|
89.57|41|4000|cardiology|40020|medical cardiology|403800|electrocardiogram|
89.58|41|4000|cardiology|40020|medical cardiology|404300|plethysmography|
89.59|41|4000|cardiology|40020|medical cardiology|404200|other medical cardiology procedure|
89.60|41|4000|cardiology|40020|medical cardiology|404200|other medical cardiology procedure|
89.61|41|4000|cardiology|40020|medical cardiology|404200|other medical cardiology procedure|
89.62|41|4230|vascular surgery|41680|vascular catheterization|532200|central venous access procedures|
89.63|41|4000|cardiology|40000|cardiac catheterization|400500|other cardiac diagnostic|
89.64|41|4000|cardiology|40000|cardiac catheterization|400500|other cardiac diagnostic|
89.65|41|4080|lab|40690|chemistry|450700|chemistry|
89.66|41|4080|lab|40690|chemistry|450700|chemistry|
89.67|41|4140|orthopedics|41170|general podiatry|482600|avulsion - nail plate|
89.68|41|4000|cardiology|40000|cardiac catheterization|400100|diagnostic cardiac catheterization|
89.69|41|4000|cardiology|40020|medical cardiology|404200|other medical cardiology procedure|
89.7|41|4050|general medicine|40440|evaluation and management|430100|preventive medicine services|
89.8|41|4080|lab|40680|anatomic pathology|450600|anatomic pathology|
8901|41|4050|general medicine|40440|evaluation and management|429800|office/outpatient evaluation|
8902|41|4050|general medicine|40440|evaluation and management|429800|office/outpatient evaluation|
8903|41|4050|general medicine|40440|evaluation and management|429800|office/outpatient evaluation|
8904|41|4050|general medicine|40440|evaluation and management|430000|other physician services|
8905|41|4050|general medicine|40440|evaluation and management|430000|other physician services|
89050|41|4080|lab|40790|other lab|451700|other lab|
89051|41|4080|lab|40790|other lab|451700|other lab|
89055|41|4080|lab|40790|other lab|451700|other lab|
8906|41|4050|general medicine|40440|evaluation and management|429700|office consultation|
89060|41|4080|lab|40790|other lab|451700|other lab|
8907|41|4050|general medicine|40440|evaluation and management|429700|office consultation|
8908|41|4050|general medicine|40440|evaluation and management|430000|other physician services|
8909|41|4050|general medicine|40440|evaluation and management|430000|other physician services|
8910|41|4100|neuroscience|40960|other neurological diagnostic testing|459000|other neurological diagnostic testing|
89100|41|4080|lab|40790|other lab|451700|other lab|
89105|41|4080|lab|40790|other lab|451700|other lab|
8911|41|4130|ophthalmology|41100|other diagnostic testing|469800|serial tonometry|
8912|41|4030|ent|40190|other ent diagnostic testing|418000|nasal function|
89125|41|4080|lab|40790|other lab|451700|other lab|
8913|41|4050|general medicine|40440|evaluation and management|429800|office/outpatient evaluation|
89130|41|4080|lab|40790|other lab|451700|other lab|
89132|41|4080|lab|40790|other lab|451700|other lab|
89135|41|4080|lab|40790|other lab|451700|other lab|
89136|41|4080|lab|40790|other lab|451700|other lab|
8914|41|4100|neuroscience|40920|neuro-electrodiagnostics|454800|electroencephalogram (eeg)|
89140|41|4080|lab|40790|other lab|451700|other lab|
89141|41|4080|lab|40790|other lab|451700|other lab|
8915|41|4100|neuroscience|40960|other neurological diagnostic testing|458400|nerve conduction testing|
8916|41|4100|neuroscience|40960|other neurological diagnostic testing|459000|other neurological diagnostic testing|
89160|41|4080|lab|40790|other lab|451700|other lab|
8917|41|4100|neuroscience|40960|other neurological diagnostic testing|459100|polysomnography testing|
8918|41|4100|neuroscience|40960|other neurological diagnostic testing|459500|sleep study|
8919|41|4100|neuroscience|40960|other neurological diagnostic testing|458000|cerebral seizure testing|
89190|41|4080|lab|40790|other lab|451700|other lab|
8921|41|4220|urology|41650|urodynamics|530400|manometry - ureter|
8922|41|4220|urology|41650|urodynamics|530200|cystometrogram|
89220|41|4080|lab|40790|other lab|451700|other lab|
89225|41|4080|lab|40790|other lab|451700|other lab|
8923|41|4220|urology|41650|urodynamics|530500|muscle study (electromyography) - urethral/anal sphincter|
89230|41|4080|lab|40790|other lab|451700|other lab|
89235|41|4080|lab|40790|other lab|451700|other lab|
8924|41|4220|urology|41650|urodynamics|531000|uroflowmetry|
89240|41|4080|lab|40790|other lab|451700|other lab|
8925|41|4220|urology|41650|urodynamics|530700|urethral pressure profile (upp)|
89250|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
89251|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
89252|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
89253|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
89254|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
89255|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
89256|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
89257|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
89258|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
89259|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
8926|41|4070|gynecology|40640|gynecological exams|448100|pelvic examination with anesthesia|f
89260|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
89261|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
89264|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
89268|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
89272|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
89280|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
89281|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
8929|41|4220|urology|41650|urodynamics|531100|voiding pressure studies|
89290|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
89291|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
89300|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
8931|41|4050|general medicine|40440|evaluation and management|430000|other physician services|
89310|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
8932|41|4040|gastroenterology|40320|gerd testing|423200|manometry/function study - esophagus/stomach|
89320|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
89321|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
89325|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
89329|41|4080|lab|40810|reproductive medicine procedures|451900|reproductive medicine procedures|
